UF;COD. UF;COD. MUNIC;MUNICIPIO;POPULAÇÃO ESTIMADA
GO;52;16908;Pilar de Goiás;2135
SP;35;37909;Pilar do Sul;29612
PB;25;11608;Pilões;6518
RN;24;10009;Pilões;3900
PB;25;11707;Pilõezinhos;4937
MG;31;50505;Pimenta;8715
RO;11;189;Pimenta Bueno;37098
PI;22;8106;Pimenteiras;12150
RO;11;1468;Pimenteiras do Oeste;2127
BA;29;24504;Pindaí;16308
SP;35;38006;Pindamonhangaba;171885
MA;21;8504;Pindaré-Mirim;33186
AL;27;7008;Pindoba;2903
BA;29;24603;Pindobaçu;20048
SP;35;38105;Pindorama;17378
TO;17;17008;Pindorama do Tocantins;4414
CE;23;10852;Pindoretama;20964
MG;31;50539;Pingo-d'Água;5029
PR;41;19152;Pinhais;134788
RS;43;14456;Pinhal;2581
RS;43;14464;Pinhal da Serra;1896
PR;41;19251;Pinhal de São Bento;2742
RS;43;14472;Pinhal Grande;4309
PR;41;19202;Pinhalão;6323
SC;42;12908;Pinhalzinho;21103
SP;35;38204;Pinhalzinho;15564
PR;41;19301;Pinhão;32722
SE;28;5208;Pinhão;6678
RJ;33;3955;Pinheiral;25563
RS;43;14498;Pinheirinho do Vale;4926
MA;21;8603;Pinheiro;84160
RS;43;14506;Pinheiro Machado;12122
SC;42;13005;Pinheiro Preto;3635
ES;32;4104;Pinheiros;27601
BA;29;24652;Pintadas;10353
RS;43;14548;Pinto Bandeira;3068
MG;31;50570;Pintópolis;7540
PI;22;8205;Pio IX;18492
MA;21;8702;Pio XII;21274
SP;35;38303;Piquerobi;3706
CE;23;10902;Piquet Carneiro;17210
SP;35;38501;Piquete;13495
SP;35;38600;Piracaia;27617
GO;52;17104;Piracanjuba;24543
MG;31;50604;Piracema;6386
SP;35;38709;Piracicaba;410275
PI;22;8304;Piracuruca;28952
RJ;33;4003;Piraí;29802
BA;29;24678;Piraí do Norte;10050
PR;41;19400;Piraí do Sul;25779
SP;35;38808;Piraju;29930
MG;31;50703;Pirajuba;6491
SP;35;38907;Pirajuí;25939
SE;28;5307;Pirambu;9436
MG;31;50802;Piranga;17641
SP;35;39004;Pirangi;11524
MG;31;50901;Piranguçu;5504
MG;31;51008;Piranguinho;8683
AL;27;7107;Piranhas;25324
GO;52;17203;Piranhas;10161
MA;21;8801;Pirapemas;18814
MG;31;51107;Pirapetinga;10791
RS;43;14555;Pirapó;2205
MG;31;51206;Pirapora;56845
SP;35;39103;Pirapora do Bom Jesus;19453
SP;35;39202;Pirapozinho;27974
PR;41;19509;Piraquara;116852
TO;17;17206;Piraquê;3038
SP;35;39301;Pirassununga;77330
RS;43;14605;Piratini;20743
SP;35;39400;Piratininga;13890
SC;42;13104;Piratuba;3637
MG;31;51305;Piraúba;10732
GO;52;17302;Pirenópolis;25218
GO;52;17401;Pires do Rio;31909
CE;23;10951;Pires Ferreira;11052
BA;29;24702;Piripá;10253
PI;22;8403;Piripiri;63829
BA;29;24801;Piritiba;25162
PB;25;11806;Pirpirituba;10590
PR;41;19608;Pitanga;29686
PR;41;19657;Pitangueiras;3298
SP;35;39509;Pitangueiras;40430
MG;31;51404;Pitangui;28433
PB;25;11905;Pitimbu;19478
TO;17;17503;Pium;7830
ES;32;4203;Piúma;22388
MG;31;51503;Piumhi;35137
PA;15;5650;Placas;32325
AC;12;385;Plácido de Castro;20147
GO;52;17609;Planaltina;91345
PR;41;19707;Planaltina do Paraná;4281
BA;29;24900;Planaltino;9415
BA;29;25006;Planalto;26581
PR;41;19806;Planalto;13385
RS;43;14704;Planalto;9957
SP;35;39608;Planalto;5370
SC;42;13153;Planalto Alegre;2907
MT;51;6455;Planalto da Serra;2637
MG;31;51602;Planura;12445
SP;35;39707;Platina;3606
SP;35;39806;Poá;119221
PE;26;11200;Poção;11308
MA;21;8900;Poção de Pedras;17321
PB;25;12002;Pocinhos;18848
RN;24;10108;Poço Branco;15646
PB;25;12036;Poço Dantas;3877
RS;43;14753;Poço das Antas;2105
AL;27;7206;Poço das Trincheiras;14447
PB;25;12077;Poço de José de Moura;4366
MG;31;51701;Poço Fundo;16900
SE;28;5406;Poço Redondo;35461
SE;28;5505;Poço Verde;24003
BA;29;25105;Poções;46885
MT;51;6505;Poconé;33386
MG;31;51800;Poços de Caldas;169838
MG;31;51909;Pocrane;8288
BA;29;25204;Pojuca;40401
SP;35;39905;Poloni;6166
PB;25;12101;Pombal;32803
PE;26;11309;Pombos;27204
SC;42;13203;Pomerode;34561
SP;35;40002;Pompéia;22326
MG;31;52006;Pompéu;32248
SP;35;40101;Pongaí;3385
PA;15;5700;Ponta de Pedras;32007
PR;41;19905;Ponta Grossa;358838
MS;50;6606;Ponta Porã;95320
SP;35;40200;Pontal;51717
MT;51;6653;Pontal do Araguaia;6972
PR;41;19954;Pontal do Paraná;28529
GO;52;17708;Pontalina;17899
SP;35;40259;Pontalinda;4719
RS;43;14779;Pontão;3898
SC;42;13302;Ponte Alta;4619
TO;17;17800;Ponte Alta do Bom Jesus;4586
SC;42;13351;Ponte Alta do Norte;3426
TO;17;17909;Ponte Alta do Tocantins;8192
MT;51;6703;Ponte Branca;1525
MG;31;52105;Ponte Nova;60003
RS;43;14787;Ponte Preta;1501
SC;42;13401;Ponte Serrada;11674
MT;51;6752;Pontes e Lacerda;46105
SP;35;40309;Pontes Gestal;2576
ES;32;4252;Ponto Belo;8016
MG;31;52131;Ponto Chique;4305
MG;31;52170;Ponto dos Volantes;12235
BA;29;25253;Ponto Novo;14729
SP;35;40408;Populina;4136
CE;23;11009;Poranga;12358
SP;35;40507;Porangaba;10205
GO;52;18003;Porangatu;45866
RJ;33;4102;Porciúncula;19068
PR;41;20002;Porecatu;12587
RN;24;10207;Portalegre;7944
RS;43;14803;Portão;38081
GO;52;18052;Porteirão;3979
CE;23;11108;Porteiras;14920
MG;31;52204;Porteirinha;37823
PA;15;5809;Portel;63831
GO;52;18102;Portelândia;4032
PI;22;8502;Porto;12646
AC;12;807;Porto Acre;19141
RS;43;14902;Porto Alegre;1492530
MT;51;6778;Porto Alegre do Norte;12849
PI;22;8551;Porto Alegre do Piauí;2728
TO;17;18006;Porto Alegre do Tocantins;3200
PR;41;20101;Porto Amazonas;4899
PR;41;20150;Porto Barreiro;3133
SC;42;13500;Porto Belo;22466
AL;27;7305;Porto Calvo;27331
SE;28;5604;Porto da Folha;28788
PA;15;5908;Porto de Moz;42456
AL;27;7404;Porto de Pedras;7618
RN;24;10256;Porto do Mangue;6605
MT;51;6802;Porto dos Gaúchos;5344
MT;51;6828;Porto Esperidião;12176
MT;51;6851;Porto Estrela;2794
SP;35;40606;Porto Feliz;53698
SP;35;40705;Porto Ferreira;56848
MG;31;52303;Porto Firme;11414
MA;21;9007;Porto Franco;24294
AP;16;535;Porto Grande;22927
RS;43;15008;Porto Lucena;4514
RS;43;15057;Porto Mauá;2332
MS;50;6903;Porto Murtinho;17460
TO;17;18204;Porto Nacional;53618
RJ;33;4110;Porto Real;20254
AL;27;7503;Porto Real do Colégio;20158
PR;41;20200;Porto Rico;2554
MA;21;9056;Porto Rico do Maranhão;5936
BA;29;25303;Porto Seguro;152529
SC;42;13609;Porto União;35685
RO;11;205;Porto Velho;548952
RS;43;15073;Porto Vera Cruz;1258
PR;41;20309;Porto Vitória;4057
AC;12;393;Porto Walter;12497
RS;43;15107;Porto Xavier;10144
GO;52;18300;Posse;37924
MG;31;52402;Poté;16675
CE;23;11207;Potengi;11165
SP;35;40754;Potim;25603
BA;29;25402;Potiraguá;6623
SP;35;40804;Potirendaba;17668
CE;23;11231;Potiretama;6455
MG;31;52501;Pouso Alegre;154293
MG;31;52600;Pouso Alto;5862
RS;43;15131;Pouso Novo;1586
SC;42;13708;Pouso Redondo;17965
MT;51;7008;Poxoréu;15936
SP;35;40853;Pracinha;4327
AP;16;550;Pracuúba;5370
BA;29;25501;Prado;28214
PR;41;20333;Prado Ferreira;3806
SP;35;40903;Pradópolis;22239
MG;31;52709;Prados;9128
SC;42;13807;Praia Grande;7305
SP;35;41000;Praia Grande;336454
TO;17;18303;Praia Norte;8563
PA;15;6005;Prainha;29827
PR;41;20358;Pranchita;5035
MG;31;52808;Prata;28173
PB;25;12200;Prata;4265
PI;22;8601;Prata do Piauí;3149
SP;35;41059;Pratânia;5371
MG;31;52907;Pratápolis;8530
MG;31;53004;Pratinha;3658
SP;35;41109;Presidente Alves;4067
MG;31;53103;Presidente Bernardes;5315
SP;35;41208;Presidente Bernardes;12943
SC;42;13906;Presidente Castello Branco;1526
PR;41;20408;Presidente Castelo Branco;5395
BA;29;25600;Presidente Dutra;15180
MA;21;9106;Presidente Dutra;48264
SP;35;41307;Presidente Epitácio;44572
AM;13;3536;Presidente Figueiredo;38095
SC;42;14003;Presidente Getúlio;17973
BA;29;25709;Presidente Jânio Quadros;12028
MA;21;9205;Presidente Juscelino;12939
MG;31;53202;Presidente Juscelino;3572
ES;32;4302;Presidente Kennedy;11741
TO;17;18402;Presidente Kennedy;3668
MG;31;53301;Presidente Kubitschek;3000
RS;43;15149;Presidente Lucena;2972
MA;21;9239;Presidente Médici;7124
RO;11;254;Presidente Médici;18165
SC;42;14102;Presidente Nereu;2279
MG;31;53400;Presidente Olegário;19680
SP;35;41406;Presidente Prudente;231953
MA;21;9270;Presidente Sarney;19217
BA;29;25758;Presidente Tancredo Neves;28272
MA;21;9304;Presidente Vargas;11328
SP;35;41505;Presidente Venceslau;39648
PA;15;6104;Primavera;10889
PE;26;11408;Primavera;15231
RO;11;1476;Primavera de Rondônia;2697
MT;51;7040;Primavera do Leste;63876
MA;21;9403;Primeira Cruz;15545
PR;41;20507;Primeiro de Maio;11138
SC;42;14151;Princesa;2950
PB;25;12309;Princesa Isabel;23749
GO;52;18391;Professor Jamil;3211
RS;43;15156;Progresso;6235
SP;35;41604;Promissão;41211
SE;28;5703;Propriá;29756
RS;43;15172;Protásio Alves;1929
MG;31;53608;Prudente de Morais;10931
PR;41;20606;Prudentópolis;52776
TO;17;18451;Pugmil;2746
RN;24;10405;Pureza;9825
RS;43;15206;Putinga;3861
PB;25;12408;Puxinanã;13801
SP;35;41653;Quadra;3902
RS;43;15305;Quaraí;22531
MG;31;53707;Quartel Geral;3603
PR;41;20655;Quarto Centenário;4420
SP;35;41703;Quatá;14309
PR;41;20705;Quatiguá;7504
PA;15;6112;Quatipuru;13794
RJ;33;4128;Quatis;14562
PR;41;20804;Quatro Barras;24253
RS;43;15313;Quatro Irmãos;1860
PR;41;20853;Quatro Pontes;4043
AL;27;7602;Quebrangulo;11202
PR;41;20903;Quedas do Iguaçu;34707
PI;22;8650;Queimada Nova;9041
BA;29;25808;Queimadas;25428
PB;25;12507;Queimadas;44388
RJ;33;4144;Queimados;152311
SP;35;41802;Queiroz;3513
SP;35;41901;Queluz;13788
MG;31;53806;Queluzito;1948
MT;51;7065;Querência;18386
PR;41;21000;Querência do Norte;12257
RS;43;15321;Quevedos;2793
BA;29;25907;Quijingue;27672
SC;42;14201;Quilombo;9773
PR;41;21109;Quinta do Sol;4444
SP;35;42008;Quintana;6736
RS;43;15354;Quinze de Novembro;3810
PE;26;11507;Quipapá;26309
GO;52;18508;Quirinópolis;51323
RJ;33;4151;Quissamã;25535
PR;41;21208;Quitandinha;19388
CE;23;11264;Quiterianópolis;21246
PB;25;12606;Quixaba;2009
PE;26;11533;Quixaba;6796
BA;29;25931;Quixabeira;8939
CE;23;11306;Quixadá;88899
CE;23;11355;Quixelô;16116
CE;23;11405;Quixeramobim;82455
CE;23;11504;Quixeré;22432
RN;24;10504;Rafael Fernandes;5158
RN;24;10603;Rafael Godeiro;3214
BA;29;25956;Rafael Jambeiro;22643
SP;35;42107;Rafard;9126
PR;41;21257;Ramilândia;4500
SP;35;42206;Rancharia;29743
PR;41;21307;Rancho Alegre;3760
PR;41;21356;Rancho Alegre D'Oeste;2602
SC;42;14300;Rancho Queimado;2897
MA;21;9452;Raposa;31586
MG;31;53905;Raposos;16501
MG;31;54002;Raul Soares;23663
PR;41;21406;Realeza;16976
PR;41;21505;Rebouças;14991
PE;26;11606;Recife;1661017
MG;31;54101;Recreio;10522
TO;17;18501;Recursolândia;4389
CE;23;11603;Redenção;29238
PA;15;6138;Redenção;86326
SP;35;42305;Redenção da Serra;3827
PI;22;8700;Redenção do Gurguéia;8814
RS;43;15404;Redentora;11782
MG;31;54150;Reduto;7247
PI;22;8809;Regeneração;17979
SP;35;42404;Regente Feijó;20523
SP;35;42503;Reginópolis;10047
SP;35;42602;Registro;56463
RS;43;15453;Relvado;2068
BA;29;26004;Remanso;41324
PB;25;12705;Remígio;19973
PR;41;21604;Renascença;6772
CE;23;11702;Reriutaba;18279
RJ;33;4201;Resende;133244
MG;31;54200;Resende Costa;11578
PR;41;21703;Reserva;26933
MT;51;7156;Reserva do Cabaçal;2754
PR;41;21752;Reserva do Iguaçu;8127
MG;31;54309;Resplendor;17396
MG;31;54408;Ressaquinha;4826
SP;35;42701;Restinga;7762
RS;43;15503;Restinga Sêca;15702
BA;29;26103;Retirolândia;14588
MA;21;9502;Riachão;20288
PB;25;12747;Riachão;3650
BA;29;26202;Riachão das Neves;22330
PB;25;12754;Riachão do Bacamarte;4562
SE;28;5802;Riachão do Dantas;19813
BA;29;26301;Riachão do Jacuípe;33498
PB;25;12762;Riachão do Poço;4571
MG;31;54457;Riachinho;8132
TO;17;18550;Riachinho;4723
RN;24;10702;Riacho da Cruz;3648
PE;26;11705;Riacho das Almas;20744
BA;29;26400;Riacho de Santana;35757
RN;24;10801;Riacho de Santana;4194
PB;25;12788;Riacho de Santo Antônio;1999
PB;25;12804;Riacho dos Cavalos;8555
MG;31;54507;Riacho dos Machados;9471
PI;22;8858;Riacho Frio;4306
RN;24;10900;Riachuelo;8310
SE;28;5901;Riachuelo;10354
GO;52;18607;Rialma;10961
GO;52;18706;Rianápolis;4832
MA;21;9551;Ribamar Fiquene;7859
MS;50;7109;Ribas do Rio Pardo;25310
SP;35;42800;Ribeira;3320
BA;29;26509;Ribeira do Amparo;14631
PI;22;8874;Ribeira do Piauí;4499
BA;29;26608;Ribeira do Pombal;54097
PE;26;11804;Ribeirão;47813
SP;35;42909;Ribeirão Bonito;13376
SP;35;43006;Ribeirão Branco;15984
MT;51;7180;Ribeirão Cascalheira;10450
PR;41;21802;Ribeirão Claro;10622
SP;35;43105;Ribeirão Corrente;4786
MG;31;54606;Ribeirão das Neves;341415
BA;29;26657;Ribeirão do Largo;4896
PR;41;21901;Ribeirão do Pinhal;12869
SP;35;43204;Ribeirão do Sul;4537
SP;35;43238;Ribeirão dos Índios;2222
SP;35;43253;Ribeirão Grande;7686
SP;35;43303;Ribeirão Pires;125238
SP;35;43402;Ribeirão Preto;720116
MG;31;54705;Ribeirão Vermelho;4061
MT;51;7198;Ribeirãozinho;2439
PI;22;8908;Ribeiro Gonçalves;7408
SE;28;6008;Ribeirópolis;18891
SP;35;43600;Rifaina;3651
SP;35;43709;Rincão;10824
SP;35;43808;Rinópolis;9940
MG;31;54804;Rio Acima;10524
PR;41;22008;Rio Azul;15433
ES;32;4351;Rio Bananal;19398
PR;41;22107;Rio Bom;3162
RJ;33;4300;Rio Bonito;60930
PR;41;22156;Rio Bonito do Iguaçu;13240
AC;12;401;Rio Branco;419452
MT;51;7206;Rio Branco;5147
PR;41;22172;Rio Branco do Ivaí;4121
PR;41;22206;Rio Branco do Sul;32635
MS;50;7208;Rio Brilhante;38844
MG;31;54903;Rio Casca;13384
RJ;33;4409;Rio Claro;18677
SP;35;43907;Rio Claro;209548
RO;11;262;Rio Crespo;3843
TO;17;18659;Rio da Conceição;2211
SC;42;14409;Rio das Antas;6199
RJ;33;4508;Rio das Flores;9401
RJ;33;4524;Rio das Ostras;159529
SP;35;44004;Rio das Pedras;36233
BA;29;26707;Rio de Contas;12878
RJ;33;4557;Rio de Janeiro;6775561
BA;29;26806;Rio do Antônio;15521
SC;42;14508;Rio do Campo;5864
RN;24;8953;Rio do Fogo;10961
SC;42;14607;Rio do Oeste;7552
BA;29;26905;Rio do Pires;11672
MG;31;55108;Rio do Prado;5117
SC;42;14805;Rio do Sul;72931
MG;31;55009;Rio Doce;2630
TO;17;18709;Rio dos Bois;2879
SC;42;14706;Rio dos Cedros;11937
RS;43;15552;Rio dos Índios;2571
MG;31;55207;Rio Espera;5332
PE;26;11903;Rio Formoso;23719
SC;42;14904;Rio Fortuna;4630
RS;43;15602;Rio Grande;212881
SP;35;44103;Rio Grande da Serra;52009
PI;22;9005;Rio Grande do Piauí;6434
AL;27;7701;Rio Largo;75662
MG;31;55306;Rio Manso;5924
PA;15;6161;Rio Maria;18208
SC;42;15000;Rio Negrinho;42684
MS;50;7307;Rio Negro;4758
PR;41;22305;Rio Negro;34645
MG;31;55405;Rio Novo;8964
ES;32;4401;Rio Novo do Sul;11630
MG;31;55504;Rio Paranaíba;12356
RS;43;15701;Rio Pardo;38257
MG;31;55603;Rio Pardo de Minas;31171
MG;31;55702;Rio Piracicaba;14325
MG;31;55801;Rio Pomba;18007
MG;31;55900;Rio Preto;5493
AM;13;3569;Rio Preto da Eva;34856
GO;52;18789;Rio Quente;4728
BA;29;27002;Rio Real;41209
SC;42;15059;Rio Rufino;2484
TO;17;18758;Rio Sono;6498
PB;25;12903;Rio Tinto;24258
GO;52;18805;Rio Verde;247259
MS;50;7406;Rio Verde de Mato Grosso;20025
MG;31;56007;Rio Vermelho;12635
SP;35;44202;Riolândia;12856
RS;43;15750;Riozinho;4698
SC;42;15075;Riqueza;4525
MG;31;56106;Ritápolis;4521
SP;35;43501;Riversul;5364
RS;43;15800;Roca Sales;11556
MS;50;7505;Rochedo;5120
MG;31;56205;Rochedo de Minas;2335
SC;42;15109;Rodeio;11647
RS;43;15909;Rodeio Bonito;5868
MG;31;56304;Rodeiro;8333
BA;29;27101;Rodelas;9548
RN;24;11007;Rodolfo Fernandes;4457
AC;12;427;Rodrigues Alves;19767
RS;43;15958;Rolador;2270
PR;41;22404;Rolândia;68165
RS;43;16006;Rolante;21591
RO;11;288;Rolim de Moura;55748
MG;31;56403;Romaria;3507
SC;42;15208;Romelândia;4584
PR;41;22503;Roncador;9447
RS;43;16105;Ronda Alta;10633
RS;43;16204;Rondinha;5033
MT;51;7578;Rondolândia;4069
PR;41;22602;Rondon;9664
PA;15;6187;Rondon do Pará;53242
MT;51;7602;Rondonópolis;239613
RS;43;16303;Roque Gonzales;6750
RR;14;472;Rorainópolis;31387
SP;35;44251;Rosana;15929
MA;21;9601;Rosário;43243
MG;31;56452;Rosário da Limeira;4648
SE;28;6107;Rosário do Catete;11158
PR;41;22651;Rosário do Ivaí;4595
RS;43;16402;Rosário do Sul;39210
MT;51;7701;Rosário Oeste;16999
SP;35;44301;Roseira;10888
AL;27;7800;Roteiro;6634
MG;31;56502;Rubelita;5609
SP;35;44400;Rubiácea;3195
GO;52;18904;Rubiataba;20012
MG;31;56601;Rubim;10269
SP;35;44509;Rubinéia;3191
PA;15;6195;Rurópolis;52473
CE;23;11801;Russas;79550
BA;29;27200;Ruy Barbosa;30900
RN;24;11106;Ruy Barbosa;3584
MG;31;56700;Sabará;137877
PR;41;22701;Sabáudia;6954
SP;35;44608;Sabino;5638
MG;31;56809;Sabinópolis;15364
CE;23;11900;Saboeiro;15757
MG;31;56908;Sacramento;26556
RS;43;16428;Sagrada Família;2601
SP;35;44707;Sagres;2427
PE;26;12000;Sairé;9600
RS;43;16436;Saldanha Marinho;2596
SP;35;44806;Sales;6481
SP;35;44905;Sales Oliveira;12103
SP;35;45001;Salesópolis;17363
SC;42;15307;Salete;7674
PB;25;13000;Salgadinho;3975
PE;26;12109;Salgadinho;11214
SE;28;6206;Salgado;20051
PB;25;13109;Salgado de São Félix;12123
PR;41;22800;Salgado Filho;3389
PE;26;12208;Salgueiro;61561
MG;31;57005;Salinas;41864
BA;29;27309;Salinas da Margarida;16047
PA;15;6203;Salinópolis;41164
CE;23;11959;Salitre;16714
SP;35;45100;Salmourão;5372
PE;26;12307;Saloá;15880
SC;42;15356;Saltinho;3727
SP;35;45159;Saltinho;8498
SP;35;45209;Salto;120779
MG;31;57104;Salto da Divisa;7014
SP;35;45308;Salto de Pirapora;46285
MT;51;7750;Salto do Céu;3226
PR;41;22909;Salto do Itararé;4862
RS;43;16451;Salto do Jacuí;12512
PR;41;23006;Salto do Lontra;14957
SP;35;45407;Salto Grande;9396
SC;42;15406;Salto Veloso;4792
BA;29;27408;Salvador;2900319
RS;43;16477;Salvador das Missões;2734
RS;43;16501;Salvador do Sul;7975
PA;15;6302;Salvaterra;24392
MA;21;9700;Sambaíba;5686
TO;17;18808;Sampaio;4876
RS;43;16600;Sananduva;16382
GO;52;19001;Sanclerlândia;7630
TO;17;18840;Sandolândia;3371
SP;35;45506;Sandovalina;4405
SC;42;15455;Sangão;13128
PE;26;12406;Sanharó;27308
SP;35;45605;Santa Adélia;15639
SP;35;45704;Santa Albertina;6036
PR;41;23105;Santa Amélia;3208
BA;29;27507;Santa Bárbara;20971
MG;31;57203;Santa Bárbara;31873
GO;52;19100;Santa Bárbara de Goiás;6701
MG;31;57252;Santa Bárbara do Leste;8212
MG;31;57278;Santa Bárbara do Monte Verde;3212
PA;15;6351;Santa Bárbara do Pará;21811
RS;43;16709;Santa Bárbara do Sul;7813
MG;31;57302;Santa Bárbara do Tugúrio;4385
SP;35;45803;Santa Bárbara d'Oeste;195278
SP;35;46009;Santa Branca;14925
BA;29;27606;Santa Brígida;13917
MT;51;7248;Santa Carmem;4600
PB;25;13158;Santa Cecília;6526
SC;42;15505;Santa Cecília;17004
